,datetime,convergence
0,2022-01-01 00:00:00,True
1,2022-01-01 01:00:00,True
2,2022-01-01 02:00:00,True
3,2022-01-01 03:00:00,True
4,2022-01-01 04:00:00,True
5,2022-01-01 05:00:00,True
6,2022-01-01 06:00:00,True
7,2022-01-01 07:00:00,True
8,2022-01-01 08:00:00,True
9,2022-01-01 09:00:00,True
10,2022-01-01 10:00:00,True
11,2022-01-01 11:00:00,True
12,2022-01-01 12:00:00,True
13,2022-01-01 13:00:00,True
14,2022-01-01 14:00:00,True
15,2022-01-01 15:00:00,True
16,2022-01-01 16:00:00,True
17,2022-01-01 17:00:00,True
18,2022-01-01 18:00:00,True
19,2022-01-01 19:00:00,True
20,2022-01-01 20:00:00,True
21,2022-01-01 21:00:00,True
22,2022-01-01 22:00:00,True
23,2022-01-01 23:00:00,True
24,2022-01-02 00:00:00,True
